variant,m,n,k,avg_ms,tflops,iterations,repeat,returncode,log,command
sw_pipeline,8192,8192,256,0.080940800,424.504557526,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k256_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,256,0.080972481,424.338467089,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k256_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,256,0.081055365,423.904556273,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k256_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,256,781.985000000,0.043939127,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k256_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,256,780.362421875,0.044030488,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k256_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,256,779.736406250,0.044065838,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k256_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,256 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,512,0.097373762,705.728886635,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k512_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,512,0.097634878,703.841475834,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k512_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,512,0.097603521,704.067597025,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k512_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,512,780.053750000,0.088095823,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k512_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,512,777.289296875,0.088409138,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k512_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,512,781.100859375,0.087977725,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k512_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,512 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,1024,0.129722881,1059.481196197,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k1024_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,1024,0.129674559,1059.876007398,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k1024_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,1024,0.129693756,1059.719122965,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k1024_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,1024,787.381328125,0.174551959,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k1024_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,1024,780.759218750,0.176032444,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k1024_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,1024,779.698593750,0.176271901,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k1024_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,1024 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,2048,0.192159042,1430.470841082,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k2048_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,2048,0.192101116,1430.902185315,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k2048_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,2048,0.192384968,1428.790981342,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k2048_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,2048,780.957031250,0.351975712,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k2048_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,2048,784.449375000,0.350408727,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k2048_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,2048,780.468750000,0.352195917,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k2048_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,2048 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,4096,0.324244804,1695.496138898,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k4096_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,4096,0.323868790,1697.464625855,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k4096_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,4096,0.323751984,1698.077051769,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k4096_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,4096,0.317573757,1731.112226603,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k4096_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,4096,0.316740475,1735.666445556,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k4096_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,4096,0.317672634,1730.573410589,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k4096_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,4096 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,8192,0.676029434,1626.425673418,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k8192_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,8192,0.676609573,1625.031142124,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k8192_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
sw_pipeline,8192,8192,8192,0.650702744,1689.729509685,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/sw_m8192_n8192_k8192_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_1_sw_pipeline.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,8192,0.677661743,1622.508041611,100,0,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k8192_r0.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,8192,0.624611206,1760.313643300,100,1,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k8192_r1.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
warp_specialized,8192,8192,8192,0.616181107,1784.396853550,100,2,0,experiments/blackwell_ws_sw_pipeline/results/logs_20260426_082900/ws_m8192_n8192_k8192_r2.log,"/workspace/Roofline-Analysis/.venv/bin/python /workspace/Roofline-Analysis/experiments/blackwell_ws_sw_pipeline/baselines/tutorial_fp16_gemm_2_warp_specialized.py --mnk 8192,8192,8192 --do_benchmark --warmup_iterations 10 --iterations 100 --skip_ref_check"
